sku_id,channel_id,best_model_by_wape,best_family,best_wape_pct,best_bias_pct,best_std_fold_wape,best_worst_fold_wape,second_model,second_family,second_wape_pct,wape_advantage_pp,sarima_wape_pct,sarima_bias_pct
CTS-001,RETAIL,HW_Damped_Mul,ETS,9.179185778522797,0.8030208927773699,3.295016528969473,17.597397440368084,SARIMA_011_011,SARIMA,9.414869089948759,0.23568331142596222,9.414869089948759,-0.11057608276102315
IMH-001,ECOM,SARIMA_011_011,SARIMA,8.622017176119941,-0.3855620542640778,3.2724447167552873,15.978034036009978,HW_Damped_Mul,ETS,8.680841647236255,0.058824471116313504,8.622017176119941,-0.3855620542640778
